filename,label
concrete_0000.jpg,1
concrete_0001.jpg,0
concrete_0002.jpg,1
concrete_0003.jpg,1
concrete_0004.jpg,0
concrete_0005.jpg,0
concrete_0006.jpg,0
concrete_0007.jpg,0
concrete_0008.jpg,1
concrete_0009.jpg,1
concrete_0010.jpg,1
concrete_0011.jpg,0
concrete_0012.jpg,1
concrete_0013.jpg,1
concrete_0014.jpg,0
concrete_0015.jpg,1
concrete_0016.jpg,1
concrete_0017.jpg,0
concrete_0018.jpg,1
concrete_0019.jpg,0
concrete_0020.jpg,1
concrete_0021.jpg,0
concrete_0022.jpg,0
concrete_0023.jpg,0
concrete_0024.jpg,1
concrete_0025.jpg,1
concrete_0026.jpg,0
concrete_0027.jpg,1
concrete_0028.jpg,0
concrete_0029.jpg,1
concrete_0030.jpg,0
concrete_0031.jpg,0
concrete_0032.jpg,0
concrete_0033.jpg,1
concrete_0034.jpg,1
concrete_0035.jpg,1
concrete_0036.jpg,1
concrete_0037.jpg,0
concrete_0038.jpg,1
concrete_0039.jpg,1
concrete_0040.jpg,0
concrete_0041.jpg,0
concrete_0042.jpg,1
concrete_0043.jpg,0
concrete_0044.jpg,1
concrete_0045.jpg,0
concrete_0046.jpg,0
concrete_0047.jpg,1
concrete_0048.jpg,1
concrete_0049.jpg,1
concrete_0050.jpg,0
concrete_0051.jpg,1
concrete_0052.jpg,0
concrete_0053.jpg,0
concrete_0054.jpg,1
concrete_0055.jpg,1
concrete_0056.jpg,0
concrete_0057.jpg,1
concrete_0058.jpg,1
concrete_0059.jpg,0
concrete_0060.jpg,1
concrete_0061.jpg,1
concrete_0062.jpg,0
concrete_0063.jpg,1
concrete_0064.jpg,0
concrete_0065.jpg,0
concrete_0066.jpg,0
concrete_0067.jpg,0
concrete_0068.jpg,1
concrete_0069.jpg,1
concrete_0070.jpg,1
concrete_0071.jpg,0
concrete_0072.jpg,0
concrete_0073.jpg,1
concrete_0074.jpg,0
concrete_0075.jpg,0
concrete_0076.jpg,0
concrete_0077.jpg,0
concrete_0078.jpg,1
concrete_0079.jpg,1
concrete_0080.jpg,0
concrete_0081.jpg,1
concrete_0082.jpg,1
concrete_0083.jpg,1
concrete_0084.jpg,1
concrete_0085.jpg,1
concrete_0086.jpg,1
concrete_0087.jpg,0
concrete_0088.jpg,0
concrete_0089.jpg,1
concrete_0090.jpg,1
concrete_0091.jpg,0
concrete_0092.jpg,0
concrete_0093.jpg,1
concrete_0094.jpg,1
concrete_0095.jpg,0
concrete_0096.jpg,0
concrete_0097.jpg,1
concrete_0098.jpg,1
concrete_0099.jpg,0
concrete_0100.jpg,1
concrete_0101.jpg,0
concrete_0102.jpg,1
concrete_0103.jpg,1
concrete_0104.jpg,1
concrete_0105.jpg,0
